tip_movi,tip_naci,anio_movi,mes_movi,dia_movi,sex_migr,nac_migr,subcont_nac,cont_nac,via_tran,mot_viam,pais_prod,subcont_prod,cont_prod,lug_prod,pais_res,subcont_res,cont_res,jef_migr,pro_jefm,can_jefm,cla_migr,ocu_migr,edad
Entrada,Extranjero,2020,Enero,6,Hombre,México,América Central,América,Vía Aérea,Residencia,México,América Central,América,Mexico City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Menores de edad,9
Entrada,Extranjero,2020,Enero,6,Mujer,México,América Central,América,Vía Aérea,Residencia,México,América Central,América,Mexico City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Ingenieros no clasificados bajo otros epigrafes,39
Salida,Extranjero,2020,Enero,6,Mujer,Países Bajos,Europa Occidental,Europa,Vía Aérea,Turismo,Colombia,América del Sur,América,Bogotá Dc,Países Bajos,Europa Occidental,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Menores de edad,9
Entrada,Extranjero,2020,Enero,6,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Colombia,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante RT-AMP,Ingenieros no clasificados bajo otros epigrafes,32
Entrada,Extranjero,2020,Enero,6,Hombre,España,Europa Meridional,Europa,Vía Aérea,Residencia,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Menores de edad,13
Entrada,Extranjero,2020,Enero,6,Hombre,Perú,América del Sur,América,Vía Aérea,Residencia,Perú,América del Sur,América,Lima,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Menores de edad,2
Entrada,Extranjero,2020,Enero,6,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante RT-AMP,Menores de edad,6
Entrada,Extranjero,2020,Enero,6,Hombre,Nicaragua,América Central,América,Vía Aérea,Residencia,Nicaragua,América Central,América,Managua,Nicaragua,América Central,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante RT-AMP,Menores de edad,15
Salida,Extranjero,2020,Enero,6,Mujer,Países Bajos,Europa Occidental,Europa,Vía Aérea,Turismo,Colombia,América del Sur,América,Bogotá Dc,Países Bajos,Europa Occidental,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Profesionales de enfermeria,39
Entrada,Extranjero,2020,Enero,6,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Las Vegas Nevada,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Amas de casa,58
Entrada,Extranjero,2020,Enero,6,Mujer,Nicaragua,América Central,América,Vía Aérea,Residencia,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Psicologos,50
Entrada,Extranjero,2020,Enero,6,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Menores de edad,6
Entrada,Extranjero,2020,Enero,6,Mujer,Arabia Saudita,Asia Occidental,Asia,Vía Aérea,Residencia,Marruecos,África Septentrional,África,Casablanca,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Menores de edad,15
Entrada,Extranjero,2020,Enero,6,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante RT-AMP,Menores de edad,11
Entrada,Extranjero,2020,Enero,6,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante RT-AMP,Menores de edad,3
Entrada,Extranjero,2020,Enero,6,Mujer,México,América Central,América,Vía Aérea,Residencia,Alemania,Europa Occidental,Europa,Leipzig,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Amas de casa,44
Salida,Extranjero,2020,Enero,6,Mujer,Colombia,América del Sur,América,Vía Aérea,Eventos,Colombia,América del Sur,América,Bogotá Dc,Colombia,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Personal de apoyo administrativo no clasificado bajo otros epigrafes,30
Entrada,Extranjero,2020,Enero,6,Mujer,Argentina,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Profesores de formacion profesional,56
Entrada,Extranjero,2020,Enero,6,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante RT-AMP,Personal de apoyo administrativo no clasificado bajo otros epigrafes,44
Entrada,Extranjero,2020,Enero,6,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Menores de edad,9
Entrada,Extranjero,2020,Enero,6,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Menores de edad,16
Entrada,Extranjero,2020,Enero,6,Mujer,Portugal,Europa Meridional,Europa,Vía Aérea,Residencia,Portugal,Europa Meridional,Europa,Lisbon,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante RT-AMP,Personal de apoyo administrativo no clasificado bajo otros epigrafes,47
Entrada,Extranjero,2020,Enero,6,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Menores de edad,13
Entrada,Extranjero,2020,Enero,6,Mujer,Portugal,Europa Meridional,Europa,Vía Aérea,Residencia,Portugal,Europa Meridional,Europa,Lisbon,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante RT-AMP,Menores de edad,16
Entrada,Extranjero,2020,Enero,6,Mujer,Venezuela,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Orlando Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Amas de casa,47
Entrada,Extranjero,2020,Enero,6,Mujer,Venezuela,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Orlando Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Menores de edad,14
Entrada,Extranjero,2020,Enero,6,Mujer,Canadá,América del Septentrional,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Amas de casa,45
Entrada,Extranjero,2020,Enero,6,Mujer,Alemania,Europa Occidental,Europa,Vía Aérea,Residencia,Alemania,Europa Occidental,Europa,Berlín,Alemania,Europa Occidental,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante RT-AMP,Menores de edad,4
Entrada,Extranjero,2020,Enero,6,Mujer,Portugal,Europa Meridional,Europa,Vía Aérea,Residencia,Portugal,Europa Meridional,Europa,Lisbon,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante RT-AMP,Menores de edad,7
Entrada,Extranjero,2020,Enero,6,Hombre,Canadá,América del Septentrional,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Menores de edad,8
Salida,Extranjero,2020,Enero,6,Hombre,España,Europa Meridional,Europa,Vía Aérea,Residencia,Guyana,América del Sur,América,Georgetown,Guyana,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Entrenadores instructores y arbitros de actividades deportivas,45
Entrada,Extranjero,2020,Enero,6,Mujer,Nicaragua,América Central,América,Vía Aérea,Residencia,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Menores de edad,16
Entrada,Extranjero,2020,Enero,6,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Menores de edad,5
Entrada,Extranjero,2020,Enero,6,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Personal de apoyo administrativo no clasificado bajo otros epigrafes,35
Entrada,Extranjero,2020,Enero,6,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Perú,América del Sur,América,Lima,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Menores de edad,9
Entrada,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Medellín,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Sin especificar,35
Salida,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,44
Salida,Extranjero,2020,Enero,7,Mujer,Perú,América del Sur,América,Vía terrestre,Otros,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Amas de casa,29
Entrada,Extranjero,2020,Enero,7,Hombre,Perú,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,34
Entrada,Extranjero,2020,Enero,7,Mujer,Perú,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Amas de casa,38
Salida,Extranjero,2020,Enero,7,Mujer,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Comerciantes de tiendas,42
Entrada,Extranjero,2020,Enero,7,Mujer,Federación de Rusia,Europa Oriental,Europa,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes RP-CAF,Jubilados y pensionistas,65
Entrada,Extranjero,2020,Enero,7,Mujer,Bolivia,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,32
Salida,Extranjero,2020,Enero,7,Hombre,Perú,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,57
Entrada,Extranjero,2020,Enero,7,Hombre,Perú,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,47
Entrada,Extranjero,2020,Enero,7,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Ingenieros industriales y de produccion,47
Entrada,Extranjero,2020,Enero,7,Mujer,Argentina,América del Sur,América,Vía Aérea,Residencia,Brasil,América del Sur,América,Sao Paulo,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Amas de casa,61
Entrada,Extranjero,2020,Enero,7,Hombre,Perú,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Piura,Ecuador,América del Sur,América,Unidad de Control Migratorio Frontera Terrestre Macara,Loja,Macará,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,32
Entrada,Extranjero,2020,Enero,7,Hombre,Perú,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Piura,Ecuador,América del Sur,América,Unidad de Control Migratorio Frontera Terrestre Macara,Loja,Macará,Inmigrantes 10-VI,Tecnicos en ingenieria mecanica,36
Salida,Extranjero,2020,Enero,7,Hombre,República de Corea del Sur,Asia Oriental,Asia,Vía Aérea,Negocios,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,57
Entrada,Extranjero,2020,Enero,7,Hombre,Argentina,América del Sur,América,Vía Aérea,Residencia,Bolivia,América del Sur,América,Santacruz,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Oficiales y operarios de la construccion (obra gruesa) y afines  no clasificados bajo otros epigrafes,57
Entrada,Extranjero,2020,Enero,7,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Asistentes de venta de tiendas y almacenes,43
Salida,Extranjero,2020,Enero,7,Hombre,Perú,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,"Costureros, bordadores y afines",31
Salida,Extranjero,2020,Enero,7,Hombre,Países Bajos,Europa Occidental,Europa,Vía Aérea,Turismo,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,56
Entrada,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Comerciantes de tiendas,32
Entrada,Extranjero,2020,Enero,7,Hombre,Argentina,América del Sur,América,Vía Aérea,Residencia,Argentina,América del Sur,América,Buenos Aires,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,51
Salida,Extranjero,2020,Enero,7,Hombre,Argentina,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Contables,43
Entrada,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Villavicencio,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza San Miguel,Sucumbios,Sucumbíos,Inmigrantes 10-VI,Comerciantes de tiendas,47
Entrada,Extranjero,2020,Enero,7,Hombre,Argentina,América del Sur,América,Vía Aérea,Residencia,Brasil,América del Sur,América,Catanduva Sao Paulo,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes RP-CAF,Personal de apoyo administrativo no clasificado bajo otros epigrafes,47
Entrada,Extranjero,2020,Enero,7,Mujer,Perú,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Amas de casa,42
Entrada,Extranjero,2020,Enero,7,Mujer,Perú,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Piura,Ecuador,América del Sur,América,Unidad de Control Migratorio Frontera Terrestre Macara,Loja,Macará,Inmigrantes 10-VI,Amas de casa,37
Entrada,Extranjero,2020,Enero,7,Mujer,México,América Central,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Amas de casa,48
Entrada,Extranjero,2020,Enero,7,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Jubilados y pensionistas,63
Entrada,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,36
Salida,Extranjero,2020,Enero,7,Hombre,Perú,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Perú,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Profesionales de la ensenanza no clasificados bajo otros epigrafes,61
Entrada,Extranjero,2020,Enero,7,Hombre,Venezuela,América del Sur,América,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Abogados,47
Salida,Extranjero,2020,Enero,7,Mujer,China,Asia Oriental,Asia,Vía Aérea,Otros,China,Asia Oriental,Asia,Beijing,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Jubilados y pensionistas,73
Entrada,Extranjero,2020,Enero,7,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,33
Salida,Extranjero,2020,Enero,7,Hombre,China,Asia Oriental,Asia,Vía Aérea,Residencia,China,Asia Oriental,Asia,Changchun,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,"Oficiales, operarios y artesanos de artes mecanicas y de otros oficios no clasificados bajo otros epigrafes",69
Entrada,Extranjero,2020,Enero,7,Hombre,Costa Rica,América Central,América,Vía Aérea,Residencia,Costa Rica,América Central,América,San Jose,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Medicos generales,43
Entrada,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Comerciantes de tiendas,60
Entrada,Extranjero,2020,Enero,7,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Abilene Texas,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,"Limpiadores y asistentes de oficinas, hoteles y otros establecimientos",57
Entrada,Extranjero,2020,Enero,7,Hombre,Chile,América del Sur,América,Vía Aérea,Residencia,Chile,América del Sur,América,Santiago,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Profesionales de la publicidad y la comercializacion,58
Entrada,Extranjero,2020,Enero,7,Mujer,Argentina,América del Sur,América,Vía Aérea,Residencia,Argentina,América del Sur,América,Buenos Aires,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Menores de edad,6
Entrada,Extranjero,2020,Enero,7,Hombre,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Menores de edad,6
Entrada,Extranjero,2020,Enero,7,Hombre,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,39
Entrada,Extranjero,2020,Enero,7,Mujer,Alemania,Europa Occidental,Europa,Vía Aérea,Residencia,Perú,América del Sur,América,Lima,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Amas de casa,51
Entrada,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Francia,Europa Occidental,Europa,Paris,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Medicos generales,56
Entrada,Extranjero,2020,Enero,7,Mujer,Brasil,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Profesionales de la ensenanza no clasificados bajo otros epigrafes,52
Salida,Extranjero,2020,Enero,7,Hombre,China,Asia Oriental,Asia,Vía Aérea,Otros,China,Asia Oriental,Asia,Beijing,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Sin especificar,42
Salida,Extranjero,2020,Enero,7,Hombre,Honduras,América Central,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Houston Texas,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,34
Salida,Extranjero,2020,Enero,7,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,España,Europa Meridional,Europa,Albacete,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Peluqueros,19
Entrada,Extranjero,2020,Enero,7,Hombre,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Entrenadores instructores y arbitros de actividades deportivas,51
Entrada,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Villavicencio,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza San Miguel,Sucumbios,Sucumbíos,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,48
Entrada,Extranjero,2020,Enero,7,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,México,América Central,América,Mexico City,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Disenadores y decoradores de interior,31
Salida,Extranjero,2020,Enero,7,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Eventos,Estados Unidos de América,América del Septentrional,América,Los Ángeles California,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Estudiantes,27
Salida,Extranjero,2020,Enero,7,Hombre,Italia,Europa Meridional,Europa,Vía Aérea,Residencia,Turquía,Asia Occidental,Asia,Trabzon,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,61
Entrada,Extranjero,2020,Enero,7,Mujer,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Amas de casa,35
Salida,Extranjero,2020,Enero,7,Mujer,Colombia,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Comerciantes de tiendas,34
Entrada,Extranjero,2020,Enero,7,Hombre,Honduras,América Central,América,Vía Aérea,Residencia,Honduras,América Central,América,Tegucigalpa,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,28
Entrada,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Sin especificar,29
Entrada,Extranjero,2020,Enero,7,Hombre,Nigeria,África Occidental,África,Vía Aérea,Residencia,México,América Central,América,Mexico City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Ingenieros no clasificados bajo otros epigrafes,36
